重安醫院    842高雄市旗山區大仁街18號
台北市私立世光老人養護所    111台北市士林區後港街28巷6號
台北市私立仁安老人養護所    103台北市大同區甘州街55號5樓
台北市私立仁家老人養護所    103台北市大同區甘州街55號6樓
台北市私立善稔老人養護所    106台北市大安區浦城街11號1樓
台北市私立崇惠老人養護所    112台北市北投區知行路93號1樓
台北市私立建順老人養護所    103台北市大同區甘州街55號3樓
台北市私立敦煌老人養護所    103台北市大同區敦煌路80巷3號
台北市私立順祥老人養護所    111台北市士林區克強路21號1樓
台北市聽障者聲暉協會  100台北市中正區重慶北路三段320號
台北市視障樂活福利促進會    103台北市大同區伊寧街37號1樓
台南市新移民女性關懷協會    700台南市中西區中正路23號2樓
台灣護理人員權益促進會 112台北市北投區立農街二段155號
嘉義縣社區復健服務協會 613嘉義縣朴子市市東路109-3號2樓
嘉義縣私立大林教養院  622嘉義縣大林鎮中坑里3鄰沙崙68號
基隆市社會救濟事業協會 205基隆市暖暖區源遠路二五四號
宜蘭縣政府-社會處福利服務科  260宜蘭縣宜蘭市同慶街95號
彰化榮譽國民之家    520彰化縣田中鎮碧峰里中南路二段421號
彰化縣婦女新知交流協會 503彰化縣花壇鄉彰員路二段542號
彰化縣永康老人養護中心 500彰化縣彰化市建國西街22號1樓
彰化縣芬園老人養護中心 502彰化縣芬園鄉大彰路一段458號
彰化縣長青老人長期照護中心   510彰化縣員林鎮中正路511號
新竹縣新住民家庭服務中心    302新竹縣竹北市縣政二路620號
新竹縣竹東鎮愛鄰舍關懷協會   310新竹縣竹東鎮幸福路132號
桃園縣龜山鄉龜崙嶺協會 333桃園縣龜山鄉東萬壽路30號4樓
社團法人世界和平會   500彰化縣彰化市彰化市曉陽路56號3樓
社團法人中華好家庭關懷協會   412台中市大里區東明路139號
社團法人台北縣濰精慈善會    234新北市永和區自強街18巷2號
社團法人台南市愛台灣協會    702台南市南區福吉五街14號2樓
社團法人台南市火炬殘障勵進會  702台南市南區南門路263號
社團法人台南市牧德關懷協會   734台南市六甲區中正路255號
社團法人台南縣志願服務協會   730台南市新營區東興路221號
社團法人嘉義市家庭關懷協會   600嘉義市西區永春一街101號
社團法人宜蘭縣視障協會 270宜蘭縣蘇澳鎮頂寮路九巷七號
社團法人彰化縣康復之友協會   500彰化縣彰化市和平路114號
社團法人新竹市精神健康協會   300新竹市東南街142巷28號4樓
社團法人桃園縣聲暉協進會    324桃園縣平鎮市承德路8巷22號
社團法人臺東縣外籍配偶協會   950台東縣台東市更生路660號
社團法人高雄市心橋勵友協會   820高雄市岡山區公園路二號
社團法人黃絲帶愛網關懷協會   704台南市北區和緯路1段90號
花蓮縣曙光青少年關懷協會    970花蓮縣花蓮市國富二街169號
行政院衛生署屏東醫院  900屏東縣屏東市屏東市自由路270號
行政院衛生署玉里醫院社工室   981花蓮縣玉里鎮中華路448號
衛理公會佳冬工作站   931屏東縣佳冬鄉佳冬村佳和路98之5號
財團法人博幼社會福利基金會   545南投縣埔里鎮安四街131號
財團法人台灣省私立嘉義仁愛之家 600嘉義市吳鳳南路119號
財團法人慈懷社會福利基金會   264宜蘭縣員山鄉粗坑路245號
財團法人新竹市常青啟智文教基金會    300新竹市三民路154號
財團法人竹林山觀音寺  244新北市林口區菁湖村竹林路325號
財團法人苗栗縣私立幼安教養院  360苗栗縣苗栗市新英105號
財團法人蘭智社會福利基金會   265宜蘭縣羅東鎮進德街199號
財團法人迎曦教育基金會 408台中市南屯區文心南三路126號
財團法人鄭秀英教育事務基金會  600嘉義市西區八德路160號
財團法人高雄市基督教青年會   802高雄市苓雅區英明路166號
金峰鄉家庭暨婦女服務中心    964台東縣金峰鄉新興村2鄰31號
雲林縣身心障礙福利服務中心   640雲林縣斗六市府文路號
馬蘭榮家附設慎修養護中心    950台東縣台東市更生路 號
高雄市學習障礙教育協進會    813高雄市左營區新吉街35號5樓
高雄市岡山勵志關懷協會 820高雄市岡山區岡山路89巷12號2F
高雄市新移民家庭服務中心    801高雄市前金區中正四路209號
高雄縣長青門球協會   842高雄市旗山區花旗二路148巷2弄13號
中華民國多發性硬化症協會    231新北市新店區安興路21號14樓
中華關懷社會發展協會  231新北市新店區北興路一段351號5樓
內政部彰化老人養護中心 500彰化縣彰化市桃源里虎崗路1號
台中市衛斯理關懷協談協會    404台中市北區大雅路337號14-3樓
台北市少年輔導委員會  110台北市信義區信義路五段180號9樓
台北市政府社會局（台北市公共運輸處）  台北市市府路1號
台北市私立光祥老人養護所    112台北市北投區吉利街372號1樓
台北市私立台安老人養護所    112台北市北投區明德路267巷2號
台北市私立士林老人養護所    111台北市士林區美崙街110號1樓
台北市私立復生老人養護所    100台北市中正區詔安街106號1樓
台北市私立承澤老人養護所    116台北市文山區景後街160號1樓
台北市私立明德老人養護所    100台北市中正區詔安街220巷2號
台北市私立聖心老人養護所    112台北市北投區稻香路321號1樓
台北市私立順德老人養護所    114台北市內湖區文德路240號3樓
台北市龍山老人服務中心 108台北市萬華區梧州街36號2、3樓
台灣觸愛協會(北區工作坊)   704台南市北區公園南路370巷36號
嘉義縣智障者家長協會  621嘉義縣民雄鄉東榮村文化路42-2號
嘉義縣私立嘉義教養院  611嘉義縣鹿草鄉後堀村山子腳6-10號
基隆市婦女保護愛心協會 202基隆市中正區義一路87號9樓之2
天主教台東聖母醫院社區健康組  950台東縣台東市杭州街2號
屏東縣屏東市永成服務協會    900屏東縣屏東市勝利路191之4號
屏東縣新故鄉文教發展協會    900屏東縣屏東市自由路331號2樓
屏東縣部落社區營造發展協會   900屏東縣屏東市民享路72-1號
左營居家服務支援中心813高雄市左營區翠華路601巷69號2樓
新北市盲人福利協進會  220新北市板橋區三民路一段126號6樓
新北市蘆洲區愛心關懷協會    247新北市蘆洲區中山二路38-1號
桃園縣愛鄰舍協會    320桃園縣中壢市忠福里28鄰福安二街50號
桃園縣私立家輔養護中心 335桃園縣大溪鎮大溪鎮天祥街1號
法律扶助基金會苗栗分會 360苗栗縣苗栗市中正路1097-1號1樓
社團法人台中市晚晴婦女協會   403台中市西區公館路138號3樓
社團法人台中市書香關懷協會   407台中市西屯區漢成二街4號
社團法人台中市樂活關懷協會   404台中市北區自強一街17號4f
社團法人台中市永恆愛心關懷協會 404台中市北區華中街7號
社團法人台中縣愛鄰舍關懷協會  413台中市霧峰區育成路6號
社團法人台北市生命線協會    104台北市中山區松江路65號11樓
社團法人台南市癲癇之友協會   704台南市北區勝利路421號5樓
社團法人嘉義市脊髓損傷者協會  600嘉義市林森西路364之1號
社團法人基隆基督教青年會    201基隆市信義區信一路132號7樓
社團法人基隆基督教青年會    201基隆市信義區信一路132號7樓
社團法人基隆市腎友協會 204基隆市安樂區麥金路82號4樓之2
社團法人彰化縣聲暉協進會    510彰化縣員林鎮莒光路745巷6號
社團法人新竹市生命線協會    300新竹市北區潛園里集賢街3號
社團法人新竹市耕心文教發展協會 300新竹市明湖路298號4樓
社團法人苗栗縣聲暉協進會    360苗栗縣苗栗市經國路851號3樓
社團法人高雄市亞鐳慈善會    813高雄市左營區富民路435號1樓
臺中市向晴家庭福利服務中心   404台中市北區民權路400號3樓
臺中市第二區社區保母系統    407台中市西屯區光明路160號2樓
苗栗縣居家老人福利協會 351苗栗縣頭份鎮興隆里興一街5號
苗栗縣陽光文教發展協會 351苗栗縣頭份鎮中正一路532號2樓
衛生福利部南區老人之家 900屏東縣屏東市瑞光里香揚巷1號
財團法人千佛山慈善基金會    813高雄市左營區文學路585號3樓
財團法人基督教晨曦會  234新北市永和區保福路二段23巷37號
財團法人基督教芥菜種會 104台北市中山區雙城街49巷6之1號
財團法人大漢溪文教基金會    238新北市樹林區鎮前街409號2樓
財團法人崇仁文化教育基金會   407台中市西屯區安和路64-1號
財團法人心園文教基金會 200基隆市仁愛區孝三路99巷7號1樓
財團法人慈暉文教基金會 234新北市永和區中山路一段26號B1
財團法人文一文教基金會 402台中市南區民生路7之2號5樓之2
財團法人李勝賢文教基金會    950台東縣台東市傳廣路153巷1號
財團法人百世教育基金會 804高雄市鼓山區明誠四路156號6樓
長濱鄉家庭暨婦女服務中心    962台東縣長濱鄉竹湖村13鄰28號
雲林縣雲萱婦幼文教基金會    640雲林縣斗六市雲林路2段619號
高雄市外籍(南洋)姊妹關懷協會 812高雄市小港區港中街36號
世界展望會附設桃源區家婦中心  848高雄市桃源區北進巷34號
中華民國視覺障礙人福利協會   104台北市中山區撫順街6號6樓
佑青醫療財團法人佑青醫院    912屏東縣內埔鄉建興路218巷19號
台中市沐風關懷協會(大甲分校) 437台中市大甲區信義路290號
台北市向榮社福協進會  116台北市文山區興隆路二段160號10樓
台北市康復之友協會   105台北市松山區八德路四段604號2樓之3
台北市松德婦女服務中心 110台北市信義區松德路25巷60號1樓
台北市私立岱亞老人養護所    108台北市萬華區中華路二段40號
台北市私立崇順老人養護所    112台北市北投區知行路54號1-2樓
台北市私立瑞安老人養護所    114台北市內湖區成功路三段88號
台北市私立聖道兒童之家 112台北市北投區承德路7段388號1樓
台北市私立長青萬芳老人養護所  116台北市文山區萬安街33號
台東縣鹿野鄉鹿野地區農會    955台東縣鹿野鄉中華路二段25號
台灣性學會   807高雄市三民區區寶德里15鄰覺民路288巷36號9樓
台灣身心障礙者就業權益促進協會 台北市世貿一館2樓2A20室
台灣髓緣之友協會    104台北市中山區中山北路一段72號11樓之6
嘉義縣私立仲埔教養院  606嘉義縣中埔鄉和睦村4鄰後庄5-34號
大灣家園老人長期照顧中心    814高雄市仁武區仁孝路450巷15號
宜蘭縣蘭陽老人福利協進會    260宜蘭縣宜蘭市民權路一段65號
宜蘭縣身心障礙福利中心 260宜蘭縣宜蘭市宜蘭市同慶街95號
宜蘭縣頭城儲蓄互助社  261宜蘭縣頭城鎮武城東里民鋒路63號
彰化縣北斗老人養護中心 521彰化縣北斗鎮東光里地政路17號
彰化縣新移民協會    500彰化縣彰化市彰化市卦山路6號3樓301室
彰化縣明昇老人養護中心 522彰化縣田尾鄉睦宜村睦宜路22號
桃園縣新屋鄉火鳳凰協會 327桃園縣新屋鄉新屋村電信街47號
桃園縣楊梅鎮青年志工服務協會  326桃園縣楊梅市大平街58號
法律扶助基金會士林分會 111台北市士林區文林路338號7樓之2
法律扶助基金會高雄分會 802高雄市苓雅區海邊路29號26樓之2
法律扶助金金會台東分會 950台東縣台東市台東市浙江路71號
社團法人中華救助總會  100台北市中正區羅斯福路一段7號2樓
社團法人台南市一葉蘭同心會   708台南市安平區健康一街59號
社團法人台灣惠安慈善會 820高雄市岡山區協和里自由巷20號
社團法人台灣海星少年關懷協會  500彰化縣彰化市永華街52號
社團法人台灣社會工作教育學會  111台北市士林區臨溪路70號
社團法人嘉義市智障福利協進會  600嘉義市林森東路707巷76號
社團法人嘉義市肢體障礙服務協會 600嘉義市光彩街463巷12號
社團法人基隆市康復之友協會   206基隆市七堵區大華一路77號
